student_id,age,school_type,parent_education,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade,gender_female,gender_male,gender_other,travel_time_15-30 min,travel_time_30-60 min,travel_time_<15 min,travel_time_>60 min,study_method_coaching,study_method_group study,study_method_mixed,study_method_notes,study_method_online videos,study_method_textbook
4376,17,1,1,4.4,88.1,1,0,49.1,52.3,55.8,62.2,d,False,False,True,False,False,False,True,False,True,False,False,False,False
4377,15,0,4,5.0,82.2,1,1,79.7,87.3,93.0,77.0,c,True,False,False,True,False,False,False,False,False,True,False,False,False
4378,15,0,5,1.3,95.5,1,0,70.0,62.0,64.0,57.2,d,False,True,False,True,False,False,False,False,False,True,False,False,False
4379,14,0,3,1.1,90.5,1,1,44.9,31.3,23.8,37.7,f,False,True,False,False,True,False,False,False,False,False,False,True,False
4380,19,0,4,2.0,62.4,1,0,46.1,51.9,33.6,44.6,e,False,True,False,True,False,False,False,False,False,False,False,True,False
4381,19,0,1,1.0,61.1,1,0,49.9,29.0,33.9,32.9,f,False,True,False,True,False,False,False,True,False,False,False,False,False
4382,14,1,4,7.2,95.6,1,1,100.0,100.0,100.0,99.9,a,True,False,False,True,False,False,False,False,False,False,False,True,False
4383,16,0,5,1.6,79.9,1,0,37.2,38.0,33.5,38.4,f,False,True,False,False,True,False,False,False,False,False,False,False,True
4384,17,1,1,2.2,72.5,1,1,47.2,47.8,41.2,39.1,f,False,True,False,True,False,False,False,False,True,False,False,False,False
4385,16,1,5,4.5,85.0,1,0,76.4,72.0,55.0,76.6,c,True,False,False,False,True,False,False,False,False,False,False,False,True
4386,18,0,0,7.2,64.1,0,1,75.5,80.5,80.2,89.3,b,False,False,True,False,True,False,False,True,False,False,False,False,False
4387,15,1,2,0.9,90.4,1,1,75.8,51.5,43.4,52.0,e,False,False,True,False,False,True,False,False,False,False,False,True,False
4388,14,0,0,2.1,76.4,1,1,48.2,57.1,52.7,41.6,e,False,True,False,False,True,False,False,False,False,False,False,True,False
4389,16,1,2,5.9,93.5,1,0,59.6,70.2,76.8,85.2,b,False,False,True,False,True,False,False,False,False,True,False,False,False
4390,17,0,3,4.4,82.2,1,1,75.7,60.0,46.3,65.7,d,True,False,False,True,False,False,False,False,False,False,False,True,False
4391,15,0,5,5.0,63.0,1,0,86.3,72.0,80.1,72.3,c,True,False,False,False,True,False,False,False,True,False,False,False,False
4392,18,1,0,0.6,98.3,0,0,53.8,36.0,54.0,44.7,e,True,False,False,True,False,False,False,True,False,False,False,False,False
4393,14,1,5,7.0,70.1,1,1,91.5,66.4,62.0,77.4,c,False,False,True,False,True,False,False,False,False,False,False,False,True
4394,14,1,5,4.8,88.3,1,0,76.1,78.9,68.4,69.7,d,True,False,False,False,False,False,True,False,False,False,False,False,True
4395,17,1,0,6.8,62.8,1,0,75.4,74.9,66.5,81.5,c,False,True,False,False,False,True,False,True,False,False,False,False,False
4396,17,0,5,7.7,70.9,1,0,96.0,83.7,88.0,91.0,b,True,False,False,False,False,True,False,False,False,True,False,False,False
4397,15,1,5,6.0,86.9,1,0,100.0,82.2,84.1,87.9,b,False,True,False,False,True,False,False,False,False,False,False,True,False
4398,15,0,0,0.7,84.8,1,0,63.1,47.7,63.4,49.5,e,False,True,False,False,True,False,False,False,True,False,False,False,False
4399,14,0,0,5.8,96.9,1,1,73.3,88.4,95.2,83.6,c,False,True,False,False,True,False,False,False,False,False,True,False,False
4400,17,1,4,4.7,89.9,0,0,88.4,62.2,67.6,73.3,c,False,True,False,False,True,False,False,False,False,True,False,False,False
4401,16,0,2,1.3,66.2,1,0,34.8,36.0,42.2,38.0,f,True,False,False,False,True,False,False,True,False,False,False,False,False
4402,14,1,1,2.5,93.2,1,1,60.3,55.4,56.5,61.2,d,False,True,False,True,False,False,False,False,False,False,False,False,True
4403,16,0,2,1.8,96.1,0,1,49.1,35.9,53.3,48.0,e,True,False,False,False,False,True,False,False,False,True,False,False,False
4404,19,0,2,7.4,97.7,1,0,100.0,95.3,100.0,100.0,a,False,True,False,False,False,False,True,False,False,False,True,False,False
4405,15,0,5,6.5,95.0,1,0,71.1,93.3,80.5,84.9,c,False,True,False,True,False,False,False,False,False,True,False,False,False
4406,19,1,1,5.8,84.8,1,0,75.7,81.8,89.8,78.9,c,False,False,True,False,False,True,False,True,False,False,False,False,False
4407,15,1,0,6.2,89.8,1,0,93.2,92.4,84.3,85.7,b,False,True,False,False,True,False,False,False,True,False,False,False,False
4408,15,0,4,5.0,82.4,1,1,74.0,50.1,90.1,72.1,c,False,True,False,False,False,False,True,False,False,False,False,True,False
4409,15,0,5,6.9,66.0,1,0,84.5,76.3,77.4,82.9,c,True,False,False,True,False,False,False,True,False,False,False,False,False
4410,15,0,5,2.2,90.8,1,1,62.0,54.6,56.7,50.2,e,False,True,False,True,False,False,False,False,False,True,False,False,False
4411,14,1,5,2.4,61.4,1,0,40.9,49.7,44.0,53.5,e,False,True,False,False,False,False,True,False,False,False,True,False,False
4412,17,1,0,4.9,71.6,1,0,66.3,70.8,76.8,70.4,c,False,True,False,False,False,False,True,False,False,False,False,True,False
4413,16,0,4,6.6,67.2,1,0,100.0,73.7,89.9,73.2,c,True,False,False,False,False,False,True,False,False,False,False,False,True
4414,18,1,1,6.8,58.6,1,0,75.2,68.8,90.7,83.3,c,False,False,True,True,False,False,False,False,False,False,True,False,False
4415,16,0,2,7.8,89.9,0,0,99.5,91.7,100.0,95.9,a,True,False,False,False,False,True,False,False,True,False,False,False,False
4416,16,0,2,6.2,73.6,1,0,72.8,66.4,65.1,75.2,c,False,False,True,False,False,True,False,True,False,False,False,False,False
4417,16,0,5,2.2,76.3,1,0,37.1,56.9,60.7,54.1,e,False,False,True,False,False,False,True,False,True,False,False,False,False
4418,14,1,3,2.2,75.1,1,0,39.7,44.4,46.6,48.2,e,False,False,True,False,True,False,False,False,False,False,False,True,False
4419,18,1,1,3.8,84.5,1,1,46.8,43.3,43.9,55.2,d,True,False,False,True,False,False,False,False,False,False,True,False,False
4420,14,1,0,5.4,58.8,1,0,80.8,68.6,69.0,69.6,d,True,False,False,False,False,False,True,False,False,False,False,False,True
4421,18,0,3,4.3,75.0,1,0,50.3,71.7,70.3,57.6,d,True,False,False,False,False,True,False,False,False,False,True,False,False
4422,19,1,4,1.0,63.0,1,0,50.5,20.3,36.1,36.7,f,False,False,True,False,False,True,False,False,True,False,False,False,False
4423,18,1,4,4.1,98.6,1,0,67.5,82.9,79.5,73.3,c,True,False,False,True,False,False,False,False,False,True,False,False,False
4424,16,1,5,6.6,53.0,1,0,76.7,63.6,61.9,70.4,c,True,False,False,False,False,False,True,False,False,False,False,True,False
4425,15,1,0,2.3,96.4,1,0,69.5,64.4,73.6,64.7,d,False,True,False,False,False,False,True,True,False,False,False,False,False
4426,19,1,2,5.3,53.0,1,1,59.9,42.5,58.8,58.3,d,False,False,True,False,True,False,False,False,False,False,False,False,True
4427,15,1,3,2.5,55.5,1,0,47.7,40.1,37.2,37.8,f,True,False,False,False,False,True,False,False,True,False,False,False,False
4428,16,1,5,4.7,95.3,1,1,74.3,74.1,73.9,71.1,c,False,False,True,False,False,False,True,False,False,False,False,False,True
4429,18,1,1,5.8,82.4,1,1,88.6,96.9,100.0,79.8,c,False,False,True,False,False,False,True,False,False,False,False,True,False
4430,19,0,4,2.1,66.2,1,1,26.2,44.8,54.8,40.6,e,False,True,False,False,False,False,True,False,False,True,False,False,False
4431,19,0,1,6.0,79.4,1,1,65.5,58.8,67.1,76.7,c,True,False,False,False,False,False,True,False,False,True,False,False,False
4432,14,1,3,5.6,58.3,1,1,67.8,73.9,76.2,72.8,c,True,False,False,False,False,True,False,False,False,False,False,False,True
4433,19,1,4,2.8,53.2,1,1,43.1,55.9,49.9,53.4,e,False,True,False,False,False,False,True,False,False,True,False,False,False
4434,14,0,4,7.2,52.5,1,1,82.0,64.4,78.5,78.0,c,False,True,False,True,False,False,False,False,False,False,False,False,True
4435,17,0,2,6.4,63.5,1,1,80.9,58.5,75.1,79.6,c,True,False,False,False,False,False,True,False,False,False,True,False,False
4436,19,1,2,4.4,59.0,1,0,80.5,45.5,66.0,63.5,d,False,True,False,False,True,False,False,False,False,True,False,False,False
4437,17,1,5,1.1,70.2,1,0,49.4,42.9,55.9,40.7,e,True,False,False,True,False,False,False,True,False,False,False,False,False
4438,19,0,3,3.8,93.8,1,0,68.5,70.9,60.3,73.5,c,False,False,True,False,False,False,True,False,False,False,True,False,False
4439,16,0,2,3.0,68.9,1,1,58.5,65.1,52.5,55.9,d,False,True,False,True,False,False,False,False,False,False,True,False,False
4440,15,0,1,2.5,69.9,1,0,67.0,70.1,55.1,57.3,d,False,True,False,True,False,False,False,False,False,True,False,False,False
4441,15,1,4,5.3,56.0,1,1,81.1,80.1,65.4,73.0,c,False,True,False,False,False,True,False,False,True,False,False,False,False
4442,16,1,4,7.4,99.4,1,0,100.0,100.0,95.3,100.0,a,False,False,True,False,False,False,True,False,False,False,False,True,False
4443,18,0,3,1.6,57.3,1,1,25.3,44.7,21.8,33.5,f,False,False,True,False,False,True,False,False,False,False,False,False,True
4444,16,0,0,6.1,66.9,0,0,86.4,89.0,94.5,85.3,b,False,False,True,False,False,True,False,True,False,False,False,False,False
4445,18,0,0,5.2,97.3,1,1,68.6,82.1,63.4,77.8,c,False,True,False,False,False,True,False,False,False,False,False,False,True
4446,16,0,1,5.5,72.7,1,0,77.9,49.4,91.1,69.1,d,True,False,False,False,True,False,False,False,False,False,False,False,True
4447,15,0,0,6.8,66.9,1,0,81.0,66.1,69.8,72.0,c,False,True,False,False,False,True,False,False,False,False,True,False,False
4448,15,0,2,3.3,85.8,1,1,65.2,59.2,61.0,70.1,c,True,False,False,False,True,False,False,False,False,True,False,False,False
4449,17,0,2,4.8,51.7,1,1,69.3,78.4,55.8,66.3,d,False,True,False,True,False,False,False,False,True,False,False,False,False
4450,19,1,2,2.6,66.1,0,1,45.3,32.1,47.9,42.0,e,True,False,False,False,True,False,False,False,False,False,False,True,False
4451,19,1,5,2.6,79.0,1,0,52.2,40.0,47.1,50.2,e,False,False,True,False,False,False,True,False,False,False,False,False,True
4452,15,0,1,4.3,99.6,1,1,61.8,65.1,89.4,68.8,d,False,False,True,False,False,True,False,False,False,True,False,False,False
4453,16,0,4,0.6,98.4,0,0,47.7,68.4,50.0,53.9,e,False,True,False,False,True,False,False,False,False,False,False,False,True
4454,18,0,1,2.4,81.3,1,1,50.4,59.1,52.5,42.3,e,False,True,False,True,False,False,False,False,False,True,False,False,False
4455,17,0,3,1.6,67.0,1,0,35.1,28.5,27.5,30.0,f,False,True,False,False,False,True,False,False,True,False,False,False,False
4456,14,1,5,1.4,77.5,1,1,54.0,50.1,38.2,46.3,e,False,True,False,False,False,True,False,False,True,False,False,False,False
4457,17,0,5,3.4,96.7,1,1,62.1,59.1,67.5,59.8,d,True,False,False,False,True,False,False,True,False,False,False,False,False
4458,14,1,3,1.3,83.4,1,0,20.3,39.3,48.3,33.8,f,True,False,False,False,True,False,False,False,False,False,False,False,True
4459,14,0,1,1.7,57.5,1,0,40.9,19.3,27.6,38.8,f,False,False,True,False,True,False,False,False,True,False,False,False,False
4460,17,1,2,5.5,98.6,1,0,83.1,94.3,68.0,82.8,c,False,False,True,True,False,False,False,False,True,False,False,False,False
4461,14,0,2,5.4,95.1,1,1,73.0,78.4,75.8,78.7,c,False,False,True,False,False,True,False,False,False,False,False,True,False
4462,16,0,5,7.6,60.8,1,0,57.7,69.9,44.8,75.4,c,False,True,False,False,False,False,True,False,False,False,False,False,True
4463,17,0,2,7.4,82.8,1,0,70.5,78.0,85.1,84.0,c,False,True,False,False,False,True,False,True,False,False,False,False,False
4464,17,1,4,7.1,93.9,1,0,92.3,100.0,88.9,100.0,a,True,False,False,False,False,True,False,False,False,True,False,False,False
4465,16,0,5,5.7,61.0,1,1,79.0,92.9,73.6,78.8,c,False,False,True,False,False,True,False,True,False,False,False,False,False
4466,14,1,0,2.5,96.2,1,0,63.7,68.5,55.0,55.2,d,False,False,True,True,False,False,False,False,False,False,False,False,True
4467,18,1,5,1.8,59.0,0,0,59.9,37.5,61.1,44.6,e,True,False,False,True,False,False,False,False,False,False,False,True,False
4468,19,1,3,7.6,67.9,1,0,91.1,100.0,97.9,95.4,a,False,True,False,False,False,False,True,True,False,False,False,False,False
4469,19,1,3,7.7,97.2,1,1,100.0,91.9,100.0,100.0,a,False,True,False,False,True,False,False,False,False,False,False,False,True
4470,18,1,1,4.3,97.3,1,0,85.3,74.9,92.0,81.8,c,False,True,False,False,True,False,False,False,False,True,False,False,False
4471,16,1,2,4.6,51.2,1,1,79.0,65.9,71.1,67.2,d,True,False,False,False,False,True,False,False,False,False,True,False,False
4472,19,0,3,0.5,93.3,1,0,52.3,41.3,58.3,37.0,f,True,False,False,False,False,True,False,True,False,False,False,False,False
4473,16,1,1,1.6,84.7,1,1,50.7,41.8,41.6,36.8,f,True,False,False,False,True,False,False,False,True,False,False,False,False
4474,14,1,4,4.6,93.6,1,1,80.7,74.4,75.4,72.4,c,False,True,False,False,False,False,True,False,True,False,False,False,False
4475,19,0,4,1.9,73.1,1,1,48.3,34.2,55.6,48.6,e,True,False,False,False,False,False,True,False,False,False,True,False,False
4476,15,1,0,4.1,99.1,1,1,71.1,75.1,94.2,69.3,d,False,True,False,True,False,False,False,False,False,False,False,False,True
4477,19,1,1,6.5,87.4,0,1,88.5,100.0,91.0,87.3,b,True,False,False,False,False,False,True,False,True,False,False,False,False
4478,16,0,3,6.5,88.0,1,1,81.3,90.1,83.8,84.0,c,True,False,False,False,True,False,False,False,False,True,False,False,False
4479,19,0,4,7.0,71.3,1,0,71.7,94.3,64.8,82.6,c,False,True,False,False,True,False,False,False,False,False,False,True,False
4480,17,0,1,2.3,69.6,1,1,25.8,52.3,49.6,45.7,e,True,False,False,False,True,False,False,True,False,False,False,False,False
4481,16,0,5,3.7,60.3,0,1,45.4,69.7,51.2,61.1,d,False,True,False,False,False,False,True,False,False,False,False,True,False
4482,15,0,3,5.2,52.9,1,1,66.7,55.1,51.9,69.0,d,True,False,False,False,False,True,False,False,True,False,False,False,False
4483,19,0,3,4.9,95.1,1,1,86.4,78.1,84.0,86.3,b,True,False,False,False,True,False,False,True,False,False,False,False,False
4484,14,1,0,8.0,79.5,1,0,95.3,100.0,100.0,90.8,b,True,False,False,False,True,False,False,False,False,True,False,False,False
4485,16,0,3,2.6,77.9,1,1,52.3,59.9,61.3,51.2,e,False,True,False,False,True,False,False,False,False,False,False,False,True
4486,16,0,4,1.0,66.9,0,0,46.2,35.4,46.0,38.4,f,True,False,False,False,True,False,False,False,False,True,False,False,False
4487,17,0,1,3.4,87.0,1,1,61.0,64.3,73.7,62.2,d,False,False,True,False,False,True,False,False,True,False,False,False,False
4488,15,1,3,4.4,70.3,0,1,71.8,71.1,43.9,61.5,d,True,False,False,False,True,False,False,False,True,False,False,False,False
4489,17,1,0,3.4,90.5,1,1,62.8,59.8,49.4,56.6,d,False,False,True,False,True,False,False,False,False,False,True,False,False
4490,16,1,1,2.9,54.0,1,0,40.1,56.2,49.0,46.2,e,False,False,True,False,True,False,False,False,False,False,False,True,False
4491,15,1,0,2.4,62.4,1,1,65.6,49.7,41.8,53.0,e,False,True,False,False,True,False,False,False,False,True,False,False,False
4492,15,0,4,3.7,64.2,1,1,57.7,71.4,64.1,60.4,d,False,False,True,False,False,True,False,False,False,False,True,False,False
4493,18,1,5,5.7,51.2,1,1,64.9,69.0,61.3,65.7,d,False,True,False,False,False,False,True,False,False,False,False,False,True
4494,15,0,0,1.6,83.2,0,1,48.0,38.5,63.6,47.9,e,True,False,False,False,False,True,False,False,False,True,False,False,False
4495,15,0,4,7.0,85.1,1,0,89.3,100.0,66.6,83.0,c,False,False,True,False,False,False,True,False,False,False,False,False,True
4496,17,0,3,5.3,70.7,0,1,92.0,95.1,55.6,74.4,c,False,False,True,False,False,True,False,False,False,False,False,False,True
4497,15,0,4,1.3,89.8,1,0,40.6,43.6,59.2,48.7,e,True,False,False,False,True,False,False,True,False,False,False,False,False
4498,16,0,3,0.7,97.7,1,0,51.0,36.8,42.2,40.5,e,False,False,True,True,False,False,False,False,True,False,False,False,False
4499,15,0,5,0.9,86.8,1,0,68.6,58.7,63.3,51.4,e,True,False,False,False,False,False,True,False,False,False,False,False,True
4500,16,1,0,1.2,83.7,1,0,51.6,36.6,28.4,37.9,f,False,True,False,True,False,False,False,False,True,False,False,False,False
4501,18,1,0,5.3,72.5,1,0,62.1,68.6,89.2,68.8,d,False,True,False,True,False,False,False,False,False,True,False,False,False
4502,17,1,1,7.6,77.7,1,1,100.0,100.0,99.7,91.6,b,False,False,True,True,False,False,False,False,False,False,False,False,True
4503,19,0,4,1.5,64.4,1,0,49.3,34.4,44.3,46.5,e,False,False,True,True,False,False,False,False,False,False,False,True,False
4504,18,1,0,2.6,62.2,1,1,30.8,37.0,42.7,42.7,e,False,False,True,False,False,False,True,False,False,True,False,False,False
4505,14,0,0,7.0,51.3,1,1,67.4,78.1,74.9,78.0,c,True,False,False,False,False,False,True,False,False,False,False,True,False
4506,16,1,4,4.3,74.0,1,1,46.8,61.5,51.9,60.1,d,False,True,False,False,False,True,False,False,False,False,False,True,False
4507,15,1,2,3.7,61.3,1,0,47.4,60.6,43.3,46.2,e,False,False,True,False,True,False,False,False,True,False,False,False,False
4508,17,0,4,4.0,73.4,1,0,61.6,68.7,61.0,58.8,d,False,True,False,False,False,False,True,False,False,True,False,False,False
4509,15,0,2,1.3,90.6,1,1,54.2,46.4,51.4,53.0,e,False,False,True,False,True,False,False,False,False,False,False,False,True
4510,19,1,0,2.1,68.4,1,0,32.9,46.0,25.3,41.9,e,True,False,False,True,False,False,False,True,False,False,False,False,False
4511,15,1,3,7.7,66.1,1,1,79.1,83.9,98.9,89.8,b,True,False,False,False,False,False,True,False,False,True,False,False,False
4512,17,0,0,5.3,72.3,1,1,79.3,90.0,50.2,75.8,c,True,False,False,False,True,False,False,True,False,False,False,False,False
4513,14,0,2,2.6,74.8,1,1,58.4,47.6,32.6,51.3,e,False,False,True,False,False,True,False,False,False,True,False,False,False
4514,19,0,5,7.6,63.6,1,0,82.7,72.4,87.1,82.2,c,False,False,True,True,False,False,False,False,False,False,True,False,False
4515,19,0,1,3.5,80.0,1,1,61.2,80.8,67.0,69.8,d,False,True,False,False,False,True,False,False,False,False,False,True,False
4516,18,0,1,1.6,51.4,1,0,23.8,10.6,36.2,28.7,f,True,False,False,False,False,False,True,False,True,False,False,False,False
4517,16,1,5,7.7,74.3,0,0,91.4,79.4,82.6,84.8,c,False,False,True,False,False,True,False,False,True,False,False,False,False
4518,14,0,1,5.5,82.5,1,0,74.9,56.8,97.2,82.5,c,False,True,False,False,False,True,False,True,False,False,False,False,False
4519,18,0,2,6.1,73.3,1,1,73.9,73.5,58.7,68.2,d,False,False,True,False,False,False,True,False,False,False,False,False,True
4520,16,1,4,0.7,98.9,1,0,41.8,35.4,49.5,44.8,e,False,True,False,True,False,False,False,False,False,False,True,False,False
4521,19,1,0,2.6,57.8,1,1,39.4,54.4,55.4,41.3,e,True,False,False,False,True,False,False,True,False,False,False,False,False
4522,18,1,0,7.6,72.7,1,0,96.2,96.3,89.3,85.1,b,False,False,True,False,False,False,True,False,False,False,False,False,True
4523,17,1,5,1.7,64.6,0,0,39.3,33.1,47.7,38.5,f,True,False,False,False,False,True,False,False,False,False,False,True,False
4524,19,0,5,7.1,95.2,1,1,87.5,100.0,98.5,95.0,a,False,True,False,True,False,False,False,False,False,False,False,False,True
4525,18,0,5,6.3,59.0,1,1,58.6,63.3,80.7,72.5,c,False,True,False,False,False,True,False,True,False,False,False,False,False
4526,16,0,0,3.3,76.1,1,1,45.9,54.1,53.7,65.1,d,False,False,True,True,False,False,False,True,False,False,False,False,False
4527,14,0,3,7.2,71.2,1,0,96.9,90.5,98.6,95.7,a,False,False,True,False,False,False,True,False,True,False,False,False,False
4528,14,1,5,7.4,95.9,0,0,88.4,90.5,86.7,89.0,b,False,True,False,True,False,False,False,False,False,False,False,False,True
4529,16,0,5,7.0,77.9,0,0,100.0,100.0,91.4,94.6,b,False,False,True,False,False,True,False,False,False,False,False,True,False
4530,17,1,2,3.6,73.3,1,0,63.3,74.9,39.6,59.1,d,True,False,False,False,False,True,False,False,True,False,False,False,False
4531,14,1,2,4.9,79.3,1,1,75.5,71.5,78.0,70.1,c,False,True,False,False,False,False,True,False,False,True,False,False,False
4532,14,1,0,2.8,85.6,1,0,56.4,58.4,69.4,61.7,d,True,False,False,True,False,False,False,True,False,False,False,False,False
4533,18,0,0,1.5,51.6,0,1,30.4,36.7,48.3,37.2,f,False,False,True,False,False,True,False,False,False,True,False,False,False
4534,18,0,2,7.3,62.3,0,1,97.1,96.9,85.1,89.5,b,False,True,False,True,False,False,False,True,False,False,False,False,False
4535,14,0,1,7.9,61.8,0,1,77.0,70.3,70.0,80.0,c,False,False,True,False,False,False,True,True,False,False,False,False,False
4536,17,0,5,0.9,70.8,1,1,17.9,19.9,36.0,26.6,f,True,False,False,True,False,False,False,False,False,False,True,False,False
4537,14,0,0,5.7,78.8,1,1,94.6,99.7,74.9,80.9,c,True,False,False,False,False,False,True,False,False,True,False,False,False
4538,18,1,3,7.6,95.8,1,1,97.3,91.9,95.0,100.0,a,False,False,True,False,False,True,False,False,False,False,False,False,True
4539,19,0,3,5.1,78.3,1,1,70.4,66.8,81.9,79.0,c,True,False,False,True,False,False,False,False,True,False,False,False,False
4540,19,1,0,0.9,59.1,1,0,57.6,54.3,27.7,37.5,f,False,True,False,False,True,False,False,False,False,False,True,False,False
4541,17,0,2,0.6,76.3,1,1,28.6,39.0,28.0,34.9,f,False,False,True,False,False,True,False,False,False,False,True,False,False
4542,17,0,5,4.3,71.4,1,1,55.9,72.6,59.2,60.1,d,True,False,False,False,True,False,False,False,False,False,True,False,False
4543,19,0,0,7.5,82.3,1,1,100.0,77.0,100.0,92.4,b,True,False,False,False,False,False,True,False,True,False,False,False,False
4544,17,0,0,2.6,81.8,1,0,68.3,63.0,41.0,48.2,e,False,False,True,False,True,False,False,False,False,False,True,False,False
4545,16,0,0,3.1,83.0,1,0,52.7,16.2,48.2,51.4,e,False,True,False,False,False,False,True,False,True,False,False,False,False
4546,18,0,0,6.5,99.9,1,1,100.0,97.7,100.0,98.1,a,False,False,True,False,False,True,False,True,False,False,False,False,False
4547,17,1,5,6.5,51.4,0,0,65.4,83.8,67.5,66.6,d,True,False,False,True,False,False,False,False,False,False,False,True,False
4548,19,1,0,7.6,88.1,0,1,81.3,100.0,93.3,90.1,b,True,False,False,False,True,False,False,False,False,False,False,False,True
4549,17,1,1,6.8,92.7,0,1,73.4,92.5,90.1,83.8,c,True,False,False,True,False,False,False,True,False,False,False,False,False
4550,19,0,4,5.0,62.3,0,0,74.6,76.7,54.6,60.4,d,False,False,True,False,False,False,True,False,False,False,False,False,True
4551,14,0,5,7.5,87.9,1,1,91.6,84.7,99.6,85.8,b,False,True,False,False,False,False,True,False,False,False,False,True,False
4552,14,1,0,5.1,55.2,1,1,58.5,43.5,60.7,55.3,d,False,True,False,False,False,False,True,False,True,False,False,False,False
4553,14,1,2,5.0,77.1,1,0,64.0,66.6,71.2,71.2,c,True,False,False,False,True,False,False,False,True,False,False,False,False
4554,17,1,1,0.6,66.1,1,0,34.8,25.6,35.5,38.5,f,False,True,False,False,False,False,True,False,False,False,True,False,False
4555,18,0,1,3.9,61.4,1,1,69.6,62.8,55.7,65.1,d,False,True,False,False,False,False,True,False,False,False,True,False,False
4556,15,0,5,0.8,82.4,1,0,25.5,20.9,35.5,35.4,f,True,False,False,False,False,True,False,False,True,False,False,False,False
4557,14,1,2,7.2,70.1,1,0,71.4,92.5,84.4,83.6,c,False,False,True,False,False,False,True,False,False,False,True,False,False
4558,19,0,3,0.6,58.3,1,1,18.2,4.1,18.7,22.6,f,False,False,True,False,False,False,True,False,True,False,False,False,False
4559,18,1,0,2.8,80.3,0,0,55.3,50.3,64.4,54.3,e,False,True,False,False,True,False,False,False,False,False,True,False,False
4560,17,0,1,8.0,75.3,1,1,94.6,90.3,97.8,97.1,a,False,False,True,True,False,False,False,False,False,True,False,False,False
4561,16,0,2,6.5,52.1,1,1,95.8,76.1,85.8,79.6,c,True,False,False,True,False,False,False,True,False,False,False,False,False
4562,16,0,3,6.2,91.0,1,0,98.0,79.1,80.5,81.5,c,False,True,False,False,False,True,False,False,False,False,True,False,False
4563,14,0,5,5.8,99.3,1,1,96.4,100.0,100.0,93.3,b,False,False,True,False,False,True,False,False,True,False,False,False,False
4564,15,1,1,0.9,67.1,1,0,27.4,32.6,36.1,36.9,f,True,False,False,True,False,False,False,False,True,False,False,False,False
4565,19,0,3,2.7,99.4,1,0,73.4,57.8,74.6,69.2,d,True,False,False,True,False,False,False,False,True,False,False,False,False
4566,16,1,2,6.5,99.8,1,1,82.5,91.1,70.1,86.7,b,True,False,False,True,False,False,False,False,False,False,True,False,False
4567,18,1,4,7.2,73.2,1,1,55.6,82.4,79.4,83.5,c,False,False,True,False,False,True,False,False,True,False,False,False,False
4568,18,0,2,3.1,96.0,1,1,71.5,52.1,52.5,53.6,e,False,True,False,False,True,False,False,True,False,False,False,False,False
4569,15,0,2,2.4,89.1,1,1,42.9,51.0,61.6,54.4,e,False,True,False,True,False,False,False,False,False,False,False,False,True
4570,15,1,3,2.3,91.7,1,1,72.8,48.9,51.0,52.6,e,True,False,False,False,False,False,True,False,False,False,True,False,False
4571,18,1,2,4.6,56.1,1,0,68.1,69.4,63.5,68.2,d,False,True,False,False,False,False,True,False,True,False,False,False,False
4572,14,0,4,2.7,89.0,1,1,75.9,55.0,67.2,62.9,d,True,False,False,False,True,False,False,False,False,False,True,False,False
4573,16,1,0,0.7,61.8,1,0,54.5,46.4,36.1,39.0,f,True,False,False,False,False,False,True,False,False,True,False,False,False
4574,19,1,2,3.4,87.4,1,1,76.9,91.3,80.3,67.6,d,False,True,False,False,True,False,False,False,False,False,False,False,True
4575,18,1,1,4.7,61.8,1,1,62.3,52.6,63.3,59.0,d,True,False,False,False,False,True,False,False,False,False,False,True,False
4576,18,1,0,5.3,89.2,1,0,81.5,78.5,80.1,79.7,c,True,False,False,False,False,True,False,False,False,False,False,False,True
4577,14,0,0,3.1,94.7,1,1,68.6,71.4,58.7,66.3,d,True,False,False,False,True,False,False,False,False,False,False,True,False
4578,15,0,2,2.9,75.1,1,0,45.1,66.4,45.8,58.1,d,False,True,False,False,True,False,False,False,False,False,False,True,False
4579,15,0,1,2.6,71.7,1,0,46.7,58.9,49.3,53.4,e,False,False,True,False,True,False,False,False,False,False,False,True,False
4580,15,1,4,5.2,57.3,1,0,38.3,47.9,63.0,57.4,d,False,False,True,True,False,False,False,False,False,True,False,False,False
4581,15,1,3,2.6,61.8,0,0,39.3,26.5,48.7,43.3,e,True,False,False,False,False,True,False,True,False,False,False,False,False
4582,19,1,4,7.4,99.6,1,1,75.2,74.9,94.3,89.7,b,False,True,False,True,False,False,False,False,False,False,False,False,True
4583,14,1,5,2.6,86.5,0,1,57.7,59.0,49.4,51.5,e,False,False,True,False,False,False,True,True,False,False,False,False,False
4584,18,0,4,6.4,88.5,1,1,70.2,87.8,100.0,92.0,b,False,True,False,True,False,False,False,False,False,False,True,False,False
4585,17,1,2,2.9,90.7,1,1,54.1,49.7,52.6,56.8,d,False,True,False,False,False,False,True,True,False,False,False,False,False
4586,17,1,5,5.3,79.2,1,0,67.3,61.1,54.4,65.0,d,False,True,False,False,False,False,True,False,True,False,False,False,False
4587,15,0,2,5.7,72.1,0,0,86.9,89.9,77.0,84.2,c,False,False,True,False,False,True,False,False,False,False,True,False,False
